Loinc_2.74_Export_20230728212435 copy
LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
8599-3,Comparison.study,Imp,Pt,Heart,Nom,EKG,EKG.ATOM,2.50,ACTIVE,2,Observation,,,Comparison study [Interpretation] by EKG,,1.0h(3),FALSE,Comparison.study:Imp:Pt:Heart:Nom:EKG
9870-7,Intraventricular conduction,Imp,Pt,Heart,Nar,EKG,EKG.IMP,2.50,ACTIVE,2,Observation,,,Intraventricular conduction [Interpretation] Narrative by EKG,,1.0i,FALSE,Intraventricular conduction:Imp:Pt:Heart:Nar:EKG
9871-5,Intraventricular conduction,Imp,Pt,Heart,Nom,EKG,EKG.IMP,2.50,ACTIVE,2,Observation,,,Intraventricular conduction [Interpretation] by EKG,,1.0i,FALSE,Intraventricular conduction:Imp:Pt:Heart:Nom:EKG
34534-8,12 lead EKG panel,-,Pt,Heart,-,EKG,PANEL.CARDIAC,2.72,ACTIVE,2,Order,,,12 lead EKG panel,,2.10,TRUE,12 lead EKG panel:-:Pt:Heart:-:EKG
9862-4,Vendor model number,Prid,Pt,Pacemaker lead,Nom,EKG,DEVICES,2.72,ACTIVE,2,Observation,,,Pacemaker lead Vendor model number by EKG,,1.0i,FALSE,Vendor model number:Prid:Pt:Pacemaker lead:Nom:EKG
9864-0,Vendor serial number,ID,Pt,Pacemaker lead,Nom,EKG,DEVICES,2.72,ACTIVE,2,Observation,,,Pacemaker lead Vendor serial number by EKG,,1.0i,FALSE,Vendor serial number:ID:Pt:Pacemaker lead:Nom:EKG
9875-6,ST-T segment,Imp,Pt,Heart,Nar,EKG,EKG.IMP,2.50,ACTIVE,2,Observation,,,ST-T segment [Interpretation] Narrative by EKG,,1.0i,FALSE,ST-T segment:Imp:Pt:Heart:Nar:EKG
76644-4,RR interval.coefficient of variation,TRto,Procedure dur,Heart,Qn,EKG,EKG.MEAS,2.54,ACTIVE,2,Both,,%,R-R interval.coefficient of variation by EKG,%,2.52,FALSE,RR interval.coefficient of variation:TRto:Procedure dur:Heart:Qn:EKG
24369-1,RR interval^during XXX measurement,Time,Pt,Heart,Qn,EKG,CARD.US,2.50,ACTIVE,2,Observation,,ms,R-R interval by EKG --during XXX measurement,ms,1.0o,FALSE,RR interval^during XXX measurement:Time:Pt:Heart:Qn:EKG
8598-5,Comparison.study,TmStp,Pt,Heart,Qn,EKG,EKG.ATOM,2.27,ACTIVE,2,Observation,,,Comparison study [Date and time] by EKG,,1.0h(3),FALSE,Comparison.study:TmStp:Pt:Heart:Qn:EKG
76643-6,RR interval.standard deviation,Time,Pt,Heart,Qn,EKG,EKG.MEAS,2.54,ACTIVE,2,Both,,s,R-R interval.standard deviation (Heart rate variability) by EKG,s,2.52,FALSE,RR interval.standard deviation:Time:Pt:Heart:Qn:EKG
76282-3,Heart rate.beat-to-beat,NRat,Pt,Heart,Qn,EKG,EKG.MEAS,2.61,ACTIVE,2,Both,,beats/min,Heart rate.beat-to-beat by EKG,{beats}/min,2.54,FALSE,Heart rate.beat-to-beat:NRat:Pt:Heart:Qn:EKG
8897-1,QRS complex,NRat,Pt,Heart.ventricles,Qn,EKG,HRTRATE.MOLEC,2.73,ACTIVE,2,,,,QRS complex Ventricles by EKG,,1.0h(3),FALSE,QRS complex:NRat:Pt:Heart.ventricles:Qn:EKG
8894-8,P wave,NRat,Pt,Heart.atria,Qn,EKG,HRTRATE.MOLEC,2.73,ACTIVE,2,,,,P wave Atrium by EKG,,1.0h(3),FALSE,P wave:NRat:Pt:Heart.atria:Qn:EKG
8895-5,P wave,NRat,Pt,Heart.atrium.left,Qn,EKG,HRTRATE.MOLEC,2.64,ACTIVE,2,,,,P wave Left atrium by EKG,,1.0h(3),FALSE,P wave:NRat:Pt:Heart.atrium.left:Qn:EKG
8896-3,P wave,NRat,Pt,Heart.atrium.right,Qn,EKG,HRTRATE.MOLEC,2.64,ACTIVE,2,,,,P wave Right atrium by EKG,,1.0h(3),FALSE,P wave:NRat:Pt:Heart.atrium.right:Qn:EKG
