LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
78618-6,Flowsheet,Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,"Otolaryngology Flowsheet",,2.54,false,Flowsheet:Find:Pt:{Setting}:Doc:Otolaryngology
80732-1,Checklist,Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.56,ACTIVE,2,Both,,,"Otolaryngology Checklist",,2.56,false,Checklist:Find:Pt:{Setting}:Doc:Otolaryngology
90560-4,"Obstructive apnea",Num,Stdy,^Patient,Qn,,PULM,2.65,ACTIVE,2,Observation,,#,"Obstructive apnea [#]",{#},2.65,false,"Obstructive apnea:Num:Stdy:^Patient:Qn:"
90556-2,"Obstructive hypopnea",Num,Stdy,^Patient,Qn,,PULM,2.65,ACTIVE,2,Observation,,#,"Obstructive hypopnea [#]",{#},2.65,false,"Obstructive hypopnea:Num:Stdy:^Patient:Qn:"
95050-1,"Difficult intubation",Find,Pt,^Patient,Ord,,PULM,2.68,ACTIVE,2,Observation,,,"Difficult intubation",,2.68,false,"Difficult intubation:Find:Pt:^Patient:Ord:"
68875-4,Letter,Find,Pt,Hospital,Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,"Pediatric otolaryngology Hospital Letter",,2.38,false,"Letter:Find:Pt:Hospital:Doc:Pediatric otolaryngology"
34817-7,Note,Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,"Otolaryngology Note",,2.11,false,Note:Find:Pt:{Setting}:Doc:Otolaryngology
76242-7,"Obstructive apnea duration",Time,Pt,"Respiratory system",Qn,,PULM,2.67,ACTIVE,2,Observation,,s,"Obstructive apnea duration Respiratory system",s,2.58,false,"Obstructive apnea duration:Time:Pt:Respiratory system:Qn:"
78612-9,"Education note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,"Otolaryngology Education note",,2.54,false,"Education note:Find:Pt:{Setting}:Doc:Otolaryngology"
83695-7,Note,Find,Pt,{Setting},Doc,Otolaryngology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,"Otolaryngology Attending Note",,2.58,false,Note:Find:Pt:{Setting}:Doc:Otolaryngology.attending
83590-0,Note,Find,Pt,{Setting},Doc,Otolaryngology.nurse,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Nurse Note",,2.58,false,Note:Find:Pt:{Setting}:Doc:Otolaryngology.nurse
68871-3,Note,Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,"Pediatric otolaryngology Note",,2.38,false,"Note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
84365-6,Note,Find,Pt,Hospital,Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Hospital Note",,2.58,false,Note:Find:Pt:Hospital:Doc:Otolaryngology
84364-9,Note,Find,Pt,Outpatient,Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Outpatient Note",,2.58,false,Note:Find:Pt:Outpatient:Doc:Otolaryngology
89902-1,Note,Find,Pt,Telehealth,Doc,Otolaryngology,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,"Otolaryngology Telehealth Note",,2.65,false,Note:Find:Pt:Telehealth:Doc:Otolaryngology
84362-3,Note,Find,Pt,"Telephone encounter",Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Telephone encounter Note",,2.58,false,"Note:Find:Pt:Telephone encounter:Doc:Otolaryngology"
78655-8,"Procedure note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology procedure note",,2.58,false,"Procedure note:Find:Pt:{Setting}:Doc:Otolaryngology"
32949-0,Size,Arb,Pt,Ear.left,Ord,Estimated,DENTAL,2.27,ACTIVE,2,,,,"Size Ear - left Estimated",,2.09,false,Size:Arb:Pt:Ear.left:Ord:Estimated
32948-2,Size,Arb,Pt,Ear.right,Ord,Estimated,DENTAL,2.73,ACTIVE,2,,,,"Size Ear - right Estimated",,2.09,false,Size:Arb:Pt:Ear.right:Ord:Estimated
34816-9,"Consultation note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Consult note",,2.11,false,"Consultation note:Find:Pt:{Setting}:Doc:Otolaryngology"
57176-0,"Referral note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.67,ACTIVE,2,Both,,,"Otolaryngology Referral note",,2.29,false,"Referral note:Find:Pt:{Setting}:Doc:Otolaryngology"
101511-4,"Salmonella enterica serotype 1,4,[5],12:i:-",ThreshNum,Pt,XXX,Qn,Probe.amp.tar,MICRO,2.74,ACTIVE,1,Both,,Ct,"Salmonella enterica serotype 1,4,[5],12:i:- [Cycle Threshold #] in Specimen by NAA with probe detection",{Ct_value},2.74,false,"Salmonella enterica serotype 1,4,[5],12:i:-:ThreshNum:Pt:XXX:Qn:Probe.amp.tar"
82199-1,"Salmonella enterica+bongori DNA",PrThr,Pt,Stool,Ord,Non-probe.amp.tar,MICRO,2.73,ACTIVE,1,Both,,,"Salmonella enterica+bongori DNA [Presence] in Stool by NAA with non-probe detection",,2.56,false,"Salmonella enterica+bongori DNA:PrThr:Pt:Stool:Ord:Non-probe.amp.tar"
83591-8,Note,Find,Pt,Outpatient,Doc,Otolaryngology.nurse,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Nurse Outpatient Note",,2.58,false,Note:Find:Pt:Outpatient:Doc:Otolaryngology.nurse
80778-4,"Plan of care note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Plan of care note",,2.56,false,"Plan of care note:Find:Pt:{Setting}:Doc:Otolaryngology"
68872-1,"Procedure note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Pediatric otolaryngology procedure note",,2.38,false,"Procedure note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
78669-9,"Progress note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,"Otolaryngology Progress note",,2.54,false,"Progress note:Find:Pt:{Setting}:Doc:Otolaryngology"
84367-2,"Discharge summary note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,"Otolaryngology Discharge summary",,2.58,false,"Discharge summary note:Find:Pt:{Setting}:Doc:Otolaryngology"
34818-5,"Surgical operation note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Surgical operation note",,2.11,false,"Surgical operation note:Find:Pt:{Setting}:Doc:Otolaryngology"
80735-4,"Transfer summary note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Transfer summary note",,2.56,false,"Transfer summary note:Find:Pt:{Setting}:Doc:Otolaryngology"
90563-8,"Obstructive apnea hypopnea index",NRat,Stdy,^Patient,Qn,,PULM,2.65,ACTIVE,2,Observation,,/Hour,"Obstructive apnea hypopnea index",/h,2.65,false,"Obstructive apnea hypopnea index:NRat:Stdy:^Patient:Qn:"
84366-4,"History and physical note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology History and physical note",,2.58,false,"History and physical note:Find:Pt:{Setting}:Doc:Otolaryngology"
78575-8,"Diagnostic study note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,"Otolaryngology Diagnostic study note",,2.54,false,"Diagnostic study note:Find:Pt:{Setting}:Doc:Otolaryngology"
84368-0,"Admission evaluation note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Admission evaluation note",,2.58,false,"Admission evaluation note:Find:Pt:{Setting}:Doc:Otolaryngology"
80733-9,"Admission history and physical note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Admission history and physical note",,2.56,false,"Admission history and physical note:Find:Pt:{Setting}:Doc:Otolaryngology"
68873-9,"Progress note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,"Pediatric otolaryngology Progress note",,2.38,false,"Progress note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
68775-6,"History and physical note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Pediatric otolaryngology History and physical note",,2.38,false,"History and physical note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
68773-1,"Discharge summary note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,"Pediatric otolaryngology Discharge summary",,2.38,false,"Discharge summary note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
68874-7,"Consultation note",Find,Pt,Hospital,Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Pediatric otolaryngology Hospital Consult note",,2.38,false,"Consultation note:Find:Pt:Hospital:Doc:Pediatric otolaryngology"
78649-1,"Initial evaluation note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,"Otolaryngology Initial evaluation note",,2.54,false,"Initial evaluation note:Find:Pt:{Setting}:Doc:Otolaryngology"
68777-2,"Transfer summary note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Pediatric otolaryngology Transfer summary note",,2.38,false,"Transfer summary note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
83694-0,"Admission evaluation note",Find,Pt,{Setting},Doc,Otolaryngology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,"Otolaryngology Attending Admission evaluation note",,2.58,false,"Admission evaluation note:Find:Pt:{Setting}:Doc:Otolaryngology.attending"
84363-1,"Postoperative evaluation and management note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,"Otolaryngology Postoperative evaluation and management note",,2.58,false,"Postoperative evaluation and management note:Find:Pt:{Setting}:Doc:Otolaryngology"
80734-7,"Preoperative evaluation and management note",Find,Pt,{Setting},Doc,Otolaryngology,DOC.ONTOLOGY,2.56,ACTIVE,2,Both,,,"Otolaryngology Preoperative evaluation and management note",,2.56,false,"Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Otolaryngology"
98074-8,"Multisection^W contrast",Find,Pt,"Head>Internal auditory canal.bilateral",Doc,CT,RAD,2.71,ACTIVE,2,Both,,,"CT Internal auditory canal - bilateral W contrast",,2.71,false,"Multisection^W contrast:Find:Pt:Head>Internal auditory canal.bilateral:Doc:CT"
83696-5,"Preoperative evaluation and management note",Find,Pt,{Setting},Doc,Otolaryngology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,"Otolaryngology Attending Preoperative evaluation and management note",,2.58,false,"Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Otolaryngology.attending"
68776-4,"Preoperative evaluation and management note",Find,Pt,{Setting},Doc,"Pediatric otolaryngology",DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,"Pediatric otolaryngology Preoperative evaluation and management note",,2.38,false,"Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Pediatric otolaryngology"
