Loinc_2.74_Export_20230728204751
LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
8722-1,Surgical operation note anesthesia,Find,Pt,^Patient,Nom,,H&P.SURG PROC,2.27,ACTIVE,2,,,,Surgical operation note anesthesia,,1.0h(3),FALSE,Surgical operation note anesthesia:Find:Pt:^Patient:Nom:
89277-8,Oxygen saturation^during anesthesia,MFr,Pt,BldA,Qn,Pulse oximetry,CHEM,2.64,ACTIVE,1,Both,,%,Oxygen saturation in Arterial blood by Pulse oximetry --during anesthesia,%,2.64,FALSE,Oxygen saturation^during anesthesia:MFr:Pt:BldA:Qn:Pulse oximetry
10213-7,Surgical operation note anesthesia,Find,Pt,^Patient,Nar,,H&P.SURG PROC,2.63,ACTIVE,2,,,,Surgical operation note anesthesia Narrative,,1.0i,FALSE,Surgical operation note anesthesia:Find:Pt:^Patient:Nar:
89279-4,Breaths^during anesthesia,NRat,Pt,Respiratory system,Qn,,RESP.MOLEC,2.64,ACTIVE,2,Both,,breaths/min,Respiratory rate --during anesthesia,{breaths}/min,2.64,FALSE,Breaths^during anesthesia:NRat:Pt:Respiratory system:Qn:
24936-7,Multisection^W anesthesia,Find,Pt,Neck>Spine.cervical,Doc,MR,RAD,2.61,ACTIVE,2,Both,,,MR Cervical spine W anesthesia,,1.0o,FALSE,Multisection^W anesthesia:Find:Pt:Neck>Spine.cervical:Doc:MR
24586-0,Multisection^W anesthesia,Find,Pt,Head>Brain,Doc,MR,RAD,2.61,ACTIVE,2,Both,,,MR Brain W anesthesia,,1.0o,FALSE,Multisection^W anesthesia:Find:Pt:Head>Brain:Doc:MR
95822-3,Intravascular mean^during anesthesia,Pres,Pt,Arterial system,Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,mm Hg,Mean blood pressure--during anesthesia,mm[Hg],2.69,FALSE,Intravascular mean^during anesthesia:Pres:Pt:Arterial system:Qn:
24977-1,Multisection^W anesthesia,Find,Pt,Abdomen>Spine.lumbar,Doc,MR,RAD,2.61,ACTIVE,2,Both,,,MR Lumbar spine W anesthesia,,1.0o,FALSE,Multisection^W anesthesia:Find:Pt:Abdomen>Spine.lumbar:Doc:MR
25046-4,Multisection^W anesthesia,Find,Pt,XXX,Doc,CT,RAD,2.69,ACTIVE,2,Both,,,CT Unspecified body region W anesthesia,,1.0o,FALSE,Multisection^W anesthesia:Find:Pt:XXX:Doc:CT
95818-1,Intravascular mean^during anesthesia,Pres,Pt,Pulmonary artery,Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,mm Hg,Pulmonary artery Mean blood pressure--during anesthesia,mm[Hg],2.69,FALSE,Intravascular mean^during anesthesia:Pres:Pt:Pulmonary artery:Qn:
89874-2,Anesthesia duration,Time,Procedure dur,^Patient,Qn,,SURG,2.65,ACTIVE,2,Observation,,min,Anesthesia duration,min,2.65,FALSE,Anesthesia duration:Time:Procedure dur:^Patient:Qn:
89278-6,Heart rate^during anesthesia,NRat,Pt,XXX,Qn,,HRTRATE.MOLEC,2.64,ACTIVE,2,Both,,beats/min,Heart rate --during anesthesia,{beats}/min,2.64,FALSE,Heart rate^during anesthesia:NRat:Pt:XXX:Qn:
95821-5,Intravascular mean^during anesthesia,Pres,Pt,Arterial system,Qn,Noninvasive,BP.MOLEC,2.69,ACTIVE,2,Observation,,mm Hg,Mean blood pressure by Noninvasive--during anesthesia,mm[Hg],2.69,FALSE,Intravascular mean^during anesthesia:Pres:Pt:Arterial system:Qn:Noninvasive
89280-2,Intravascular systolic^during anesthesia,Pres,Pt,Arterial system,Qn,,BP.MOLEC,2.64,ACTIVE,2,Both,,mm Hg,Systolic blood pressure--during anesthesia,mm[Hg],2.64,FALSE,Intravascular systolic^during anesthesia:Pres:Pt:Arterial system:Qn:
95820-7,Intravascular systolic^during anesthesia,Pres,Pt,Pulmonary artery,Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,mm Hg,Pulmonary artery Systolic blood pressure--during anesthesia,mm[Hg],2.69,FALSE,Intravascular systolic^during anesthesia:Pres:Pt:Pulmonary artery:Qn:
89281-0,Intravascular diastolic^during anesthesia,Pres,Pt,Arterial system,Qn,,BP.MOLEC,2.64,ACTIVE,2,Both,,mm Hg,Diastolic blood pressure--during anesthesia,mm[Hg],2.64,FALSE,Intravascular diastolic^during anesthesia:Pres:Pt:Arterial system:Qn:
95819-9,Intravascular diastolic^during anesthesia,Pres,Pt,Pulmonary artery,Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,mm Hg,Pulmonary artery Diastolic blood pressure--during anesthesia,mm[Hg],2.69,FALSE,Intravascular diastolic^during anesthesia:Pres:Pt:Pulmonary artery:Qn:
24588-6,Multisection^WO & W contrast IV+W anesthesia,Find,Pt,Head>Brain,Doc,MR,RAD,2.61,ACTIVE,2,Both,,,MR Brain WO and W contrast IV and W anesthesia,,1.0o,FALSE,Multisection^WO & W contrast IV+W anesthesia:Find:Pt:Head>Brain:Doc:MR
60804-2,Minimum alveolar concentration for anesthesia.XXX,VFr,Pt,Anesthetic agent.XXX,Qn,,PULM,2.70,ACTIVE,2,,,%,Minimum alveolar concentration (MAC) for anesthesia.XXX Anesthetic agent.XXX,%,2.54,FALSE,Minimum alveolar concentration for anesthesia.XXX:VFr:Pt:Anesthetic agent.XXX:Qn:
84058-7,Flowsheet,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Flowsheet,,2.58,FALSE,Flowsheet:Find:Pt:{Setting}:Doc:Anesthesiology
78495-9,Checklist,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,Anesthesiology Checklist,,2.54,FALSE,Checklist:Find:Pt:{Setting}:Doc:Anesthesiology
34750-0,Note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.52,ACTIVE,2,Both,,,Anesthesiology Note,,2.11,FALSE,Note:Find:Pt:{Setting}:Doc:Anesthesiology
83680-9,Note,Find,Pt,{Setting},Doc,Anesthesiology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Anesthesiology Attending Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Anesthesiology.attending
84059-5,Note,Find,Pt,Hospital,Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Hospital Note,,2.58,FALSE,Note:Find:Pt:Hospital:Doc:Anesthesiology
84060-3,Note,Find,Pt,Outpatient,Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Outpatient Note,,2.58,FALSE,Note:Find:Pt:Outpatient:Doc:Anesthesiology
94771-3,Note,Find,Pt,Telehealth,Doc,Anesthesiology,DOC.ONTOLOGY,2.68,ACTIVE,2,Both,,,Anesthesiology Telehealth Note,,2.68,FALSE,Note:Find:Pt:Telehealth:Doc:Anesthesiology
84063-7,Note,Find,Pt,Telephone encounter,Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Telephone encounter Note,,2.58,FALSE,Note:Find:Pt:Telephone encounter:Doc:Anesthesiology
84062-9,Procedure note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology procedure note,,2.58,FALSE,Procedure note:Find:Pt:{Setting}:Doc:Anesthesiology
77436-4,Summary note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.52,ACTIVE,2,Both,,,Anesthesiology Summary note,,2.52,FALSE,Summary note:Find:Pt:{Setting}:Doc:Anesthesiology
77405-9,Referral note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Referral note,,2.52,FALSE,Referral note:Find:Pt:{Setting}:Doc:Anesthesiology
77404-2,Education note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.52,ACTIVE,2,Both,,,Anesthesiology Education note,,2.52,FALSE,Education note:Find:Pt:{Setting}:Doc:Anesthesiology
83567-8,Note,Find,Pt,{Setting},Doc,Anesthesiology.nurse,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Nurse Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Anesthesiology.nurse
101049-5,Surgical operation note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.74,ACTIVE,2,Both,,,Anesthesiology Surgical operation note,,2.74,FALSE,Surgical operation note:Find:Pt:{Setting}:Doc:Anesthesiology
77403-4,Consultation note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Consult note,,2.52,FALSE,Consultation note:Find:Pt:{Setting}:Doc:Anesthesiology
34749-2,Consultation note,Find,Pt,Outpatient,Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Outpatient Consult note,,2.11,FALSE,Consultation note:Find:Pt:Outpatient:Doc:Anesthesiology
77402-6,Evaluation note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.69,ACTIVE,2,Both,,,Anesthesiology Evaluation note,,2.52,FALSE,Evaluation note:Find:Pt:{Setting}:Doc:Anesthesiology
89811-4,Progress note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,Anesthesiology Progress note,,2.65,FALSE,Progress note:Find:Pt:{Setting}:Doc:Anesthesiology
97676-1,History and physical note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.70,ACTIVE,2,Both,,,Anesthesiology History and physical note,,2.70,FALSE,History and physical note:Find:Pt:{Setting}:Doc:Anesthesiology
94515-4,Discharge summary note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,Anesthesiology Discharge summary,,2.68,FALSE,Discharge summary note:Find:Pt:{Setting}:Doc:Anesthesiology
89794-2,Conference note,Find,Pt,{Setting},Doc,Anesthesiology.team,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Anesthesiology Team Conference note,,2.65,FALSE,Conference note:Find:Pt:{Setting}:Doc:Anesthesiology.team
77406-7,Transfer summary note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Transfer summary note,,2.52,FALSE,Transfer summary note:Find:Pt:{Setting}:Doc:Anesthesiology
77401-8,Admission history and physical note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Admission history and physical note,,2.52,FALSE,Admission history and physical note:Find:Pt:{Setting}:Doc:Anesthesiology
85849-8,Discharge summary note,Find,Pt,Recovery room,Doc,Anesthesiology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,Anesthesiology Recovery room Discharge summary,,2.61,FALSE,Discharge summary note:Find:Pt:Recovery room:Doc:Anesthesiology
84061-1,Postoperative evaluation and management note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Anesthesiology Postoperative evaluation and management note,,2.58,FALSE,Postoperative evaluation and management note:Find:Pt:{Setting}:Doc:Anesthesiology
34751-8,Preoperative evaluation and management note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,2.52,ACTIVE,2,Both,,,Anesthesiology Preoperative evaluation and management note,,2.11,FALSE,Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Anesthesiology
83681-7,Preoperative evaluation and management note,Find,Pt,{Setting},Doc,Anesthesiology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Anesthesiology Attending Preoperative evaluation and management note,,2.58,FALSE,Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Anesthesiology.attending
34123-0,Preoperative evaluation and management note,Find,Pt,Hospital,Doc,Anesthesiology,DOC.ONTOLOGY,2.52,ACTIVE,2,Both,,,Anesthesiology Hospital Preoperative evaluation and management note,,2.09,FALSE,Preoperative evaluation and management note:Find:Pt:Hospital:Doc:Anesthesiology
