Loinc_2.74_Export_20230727233915
LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
32880-7,Dental procedure,Hx,Pt,^Patient,Nom,,DENTAL,2.56,ACTIVE,2,,,,History of Dental procedure,,2.09,FALSE,Dental procedure:Hx:Pt:^Patient:Nom:
32881-5,Dental probing response,Find,Pt,Gingiva,Nom,,DENTAL,2.56,ACTIVE,2,,,,Dental probing response Gingiva,,2.09,FALSE,Dental probing response:Find:Pt:Gingiva:Nom:
32882-3,Reason for dental evaluation,Find,Pt,^Patient,Nom,,DENTAL,2.56,ACTIVE,2,,,,Reason for dental evaluation,,2.09,FALSE,Reason for dental evaluation:Find:Pt:^Patient:Nom:
32883-1,Dental arch,Prid,Pt,^Patient,Nom,,DENTAL,2.56,ACTIVE,2,,,,Dental arch [Identifier],,2.09,FALSE,Dental arch:Prid:Pt:^Patient:Nom:
32888-0,Probe site,Prid,Pt,{Tooth}.sulcus,Nom,,DENTAL,2.56,ACTIVE,2,,,,Probe site {Tooth}.sulcus,,2.09,FALSE,Probe site:Prid:Pt:{Tooth}.sulcus:Nom:
32889-8,Surface,Prid,Pt,Tooth,Nom,,DENTAL,2.27,ACTIVE,2,,,,Surface [Identifier] Tooth,,2.09,FALSE,Surface:Prid:Pt:Tooth:Nom:
32890-6,Canal,Prid,Pt,Tooth,Nom,,DENTAL,2.27,ACTIVE,2,,,,Canal [Identifier] Tooth,,2.09,FALSE,Canal:Prid:Pt:Tooth:Nom:
32891-4,Root palpation location,Prid,Pt,Tooth,Nom,,DENTAL,2.27,ACTIVE,2,,,,Root palpation location [Identifier] Tooth,,2.09,FALSE,Root palpation location:Prid:Pt:Tooth:Nom:
32892-2,Side,Prid,Pt,Tooth,Nom,,DENTAL,2.27,ACTIVE,2,,,,Side [Identifier] Tooth,,2.09,FALSE,Side:Prid:Pt:Tooth:Nom:
32894-8,Second interdental papilla boundary,Prid,Pt,{Tooth},Nom,,DENTAL,2.27,ACTIVE,2,,,,Second interdental papilla boundary [Identifier] {Tooth},,2.09,FALSE,Second interdental papilla boundary:Prid:Pt:{Tooth}:Nom:
32895-5,Tooth space available,Len,Pt,{Dental arch},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Tooth space available {Dental arch} Measured,cm,2.09,FALSE,Tooth space available:Len:Pt:{Dental arch}:Qn:Measured
32898-9,Tooth space required,Len,Pt,{Dental arch},Qn,Calculated,DENTAL,2.48,ACTIVE,2,,,cm,Tooth space required {Dental arch} Calculated,cm,2.09,FALSE,Tooth space required:Len:Pt:{Dental arch}:Qn:Calculated
32899-7,Tooth space required,Len,Pt,{Dental arch},Qn,Estimated,DENTAL,2.48,ACTIVE,2,,,cm,Tooth space required {Dental arch} Estimated,cm,2.09,FALSE,Tooth space required:Len:Pt:{Dental arch}:Qn:Estimated
32900-3,Tooth space discrepancy,Len,Pt,{Dental arch},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Tooth space discrepancy {Dental arch} Measured,cm,2.09,FALSE,Tooth space discrepancy:Len:Pt:{Dental arch}:Qn:Measured
32901-1,Tooth space discrepancy,Len,Pt,{Dental arch},Qn,Estimated,DENTAL,2.48,ACTIVE,2,,,cm,Tooth space discrepancy {Dental arch} Estimated,cm,2.09,FALSE,Tooth space discrepancy:Len:Pt:{Dental arch}:Qn:Estimated
32902-9,Superhelix of ear to side of head distance,Len,Pt,Ear.left+Head,Qn,Measured,DENTAL,2.38,ACTIVE,2,,,,Superhelix of ear to side of head distance Ear - left and Head Measured,,2.09,FALSE,Superhelix of ear to side of head distance:Len:Pt:Ear.left+Head:Qn:Measured
32904-5,Midhelix of ear to side of head distance,Len,Pt,Ear.left+Head,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Midhelix of ear to side of head distance Ear - left and Head Measured,cm,2.09,FALSE,Midhelix of ear to side of head distance:Len:Pt:Ear.left+Head:Qn:Measured
32906-0,Cuspid to cuspid distance,Len,Pt,Maxilla,Qn,Measured,DENTAL,2.73,ACTIVE,2,,,mm,Cuspid to cuspid distance Maxilla Measured,mm,2.09,FALSE,Cuspid to cuspid distance:Len:Pt:Maxilla:Qn:Measured
32907-8,Crown length,Len,Pt,{Tooth},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Crown length {Tooth} Measured,mm,2.09,FALSE,Crown length:Len:Pt:{Tooth}:Qn:Measured
32908-6,Root length,Len,Pt,{Tooth}.{surface},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Root length {Tooth}.{surface} Measured,mm,2.09,FALSE,Root length:Len:Pt:{Tooth}.{surface}:Qn:Measured
32910-2,Probing depth,Len,Pt,{Tooth}.{probe site},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Probing depth {Tooth}.{probe site} Measured,mm,2.09,FALSE,Probing depth:Len:Pt:{Tooth}.{probe site}:Qn:Measured
32911-0,Recession,Len,Pt,{Tooth}.{probe site},Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Recession [Length] {Tooth}.{probe site} Measured,mm,2.09,FALSE,Recession:Len:Pt:{Tooth}.{probe site}:Qn:Measured
32913-6,Mucogingival junction level,Len,Pt,{Tooth}.{probe site},Qn,Measured,DENTAL,2.73,ACTIVE,2,,,mm,Mucogingival junction level [Length] {Tooth}.{probe site} Measured,mm,2.09,FALSE,Mucogingival junction level:Len:Pt:{Tooth}.{probe site}:Qn:Measured
32914-4,Bone attachment level,Len,Pt,{Tooth}.{probe site}.{surface}+Maxilla,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Bone attachment level [Length] {Tooth}.{probe site}.{surface}+Maxilla Measured,cm,2.09,FALSE,Bone attachment level:Len:Pt:{Tooth}.{probe site}.{surface}+Maxilla:Qn:Measured
32915-1,Bone attachment level,Len,Pt,{Tooth}.{probe site}.{surface}+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Bone attachment level [Length] {Tooth}.{probe site}.{surface}+Mandible Measured,cm,2.09,FALSE,Bone attachment level:Len:Pt:{Tooth}.{probe site}.{surface}+Mandible:Qn:Measured
32916-9,Horizontal overlap,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Horizontal overlap [Length] Maxilla and Mandible Measured,cm,2.09,FALSE,Horizontal overlap:Len:Pt:Maxilla+Mandible:Qn:Measured
32917-7,Vertical overlap,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Vertical overlap [Length] Maxilla and Mandible Measured,cm,2.09,FALSE,Vertical overlap:Len:Pt:Maxilla+Mandible:Qn:Measured
32918-5,Openbite,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Openbite [Length] Maxilla and Mandible Measured,cm,2.09,FALSE,Openbite:Len:Pt:Maxilla+Mandible:Qn:Measured
32919-3,Vertical dimension of occlusion,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Vertical dimension of occlusion Maxilla and Mandible Measured,cm,2.09,FALSE,Vertical dimension of occlusion:Len:Pt:Maxilla+Mandible:Qn:Measured
32920-1,Excursive distance.max,Len,Pt,Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Excursive distance maximum Mandible Measured,mm,2.09,FALSE,Excursive distance.max:Len:Pt:Mandible:Qn:Measured
32921-9,Centric relation maximum intercuspation anterior shift,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Centric relation maximum intercuspation anterior shift [Length] Maxilla and Mandible Measured,cm,2.09,FALSE,Centric relation maximum intercuspation anterior shift:Len:Pt:Maxilla+Mandible:Qn:Measured
32922-7,Centric relation maximum intercuspation lateral shift,Len,Pt,Maxilla+Mandible,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Centric relation maximum intercuspation lateral shift [Length] Maxilla and Mandible Measured,cm,2.09,FALSE,Centric relation maximum intercuspation lateral shift:Len:Pt:Maxilla+Mandible:Qn:Measured
32923-5,Closest speaking space,Len,Pt,Dentition,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Closest speaking space [Length] Dentition Measured,cm,2.09,FALSE,Closest speaking space:Len:Pt:Dentition:Qn:Measured
32924-3,Single tooth area,Prid,Pt,{Tooth},Nom,Best estimate,DENTAL,2.27,ACTIVE,2,,,,Single tooth area [Identifier] Best estimate,,2.09,FALSE,Single tooth area:Prid:Pt:{Tooth}:Nom:Best estimate
32925-0,Sella-nasion plane to nasion-B point line,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-B point line [Angle] Skull X-ray measured,deg,2.09,FALSE,Sella-nasion plane to nasion-B point line:Angle:Pt:Skull:Qn:XR.measured
32926-8,Sella-nasion plane to nasion-B point line,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-B point line [Angle] Skull CT measured,deg,2.09,FALSE,Sella-nasion plane to nasion-B point line:Angle:Pt:Skull:Qn:CT.measured
32927-6,Sella-nasion plane to nasion-B point line,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-B point line [Angle] Skull Digital model.measured,deg,2.09,FALSE,Sella-nasion plane to nasion-B point line:Angle:Pt:Skull:Qn:Digital model.measured
32928-4,A point-nasion line to nasion-B point line,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,A point-nasion line to nasion-B point line [Angle] Skull X-ray measured,deg,2.09,FALSE,A point-nasion line to nasion-B point line:Angle:Pt:Skull:Qn:XR.measured
32929-2,A point-nasion line to nasion-B point line,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,A point-nasion line to nasion-B point line [Angle] Skull CT measured,deg,2.09,FALSE,A point-nasion line to nasion-B point line:Angle:Pt:Skull:Qn:CT.measured
32930-0,A point-nasion line to nasion-B point line,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,A point-nasion line to nasion-B point line [Angle] Skull Digital model.measured,deg,2.09,FALSE,A point-nasion line to nasion-B point line:Angle:Pt:Skull:Qn:Digital model.measured
32931-8,Sella-nasion plane to Frankfort horizontal plane,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to Frankfort horizontal plane [Angle] Skull X-ray measured,deg,2.09,FALSE,Sella-nasion plane to Frankfort horizontal plane:Angle:Pt:Skull:Qn:XR.measured
32932-6,Sella-nasion plane to Frankfort horizontal plane,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to Frankfort horizontal plane [Angle] Skull CT measured,deg,2.09,FALSE,Sella-nasion plane to Frankfort horizontal plane:Angle:Pt:Skull:Qn:CT.measured
32933-4,Sella-nasion plane to Frankfort horizontal plane,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to Frankfort horizontal plane [Angle] Skull Digital model.measured,deg,2.09,FALSE,Sella-nasion plane to Frankfort horizontal plane:Angle:Pt:Skull:Qn:Digital model.measured
32934-2,Nasion-glabella line to nasion-pronasale line,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,Nasion-glabella line to nasion-pronasale line [Angle] Skull X-ray measured,deg,2.09,FALSE,Nasion-glabella line to nasion-pronasale line:Angle:Pt:Skull:Qn:XR.measured
32935-9,Nasion-glabella line to nasion-pronasale line,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,Nasion-glabella line to nasion-pronasale line [Angle] Skull CT measured,deg,2.09,FALSE,Nasion-glabella line to nasion-pronasale line:Angle:Pt:Skull:Qn:CT.measured
32936-7,Nasion-glabella line to nasion-pronasale line,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,Nasion-glabella line to nasion-pronasale line [Angle] Skull Digital model.measured,deg,2.09,FALSE,Nasion-glabella line to nasion-pronasale line:Angle:Pt:Skull:Qn:Digital model.measured
32937-5,Frankfort horizontal plane to nasion-pogonion line,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,Frankfort horizontal plane to nasion-pogonion line [Angle] Skull X-ray measured,deg,2.09,FALSE,Frankfort horizontal plane to nasion-pogonion line:Angle:Pt:Skull:Qn:XR.measured
32938-3,Frankfort horizontal plane to nasion-pogonion line,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,Frankfort horizontal plane to nasion-pogonion line [Angle] Skull CT measured,deg,2.09,FALSE,Frankfort horizontal plane to nasion-pogonion line:Angle:Pt:Skull:Qn:CT.measured
32939-1,Frankfort horizontal plane to nasion-pogonion line,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,Frankfort horizontal plane to nasion-pogonion line [Angle] Skull Digital model.measured,deg,2.09,FALSE,Frankfort horizontal plane to nasion-pogonion line:Angle:Pt:Skull:Qn:Digital model.measured
32940-9,Freeway space,Len,Pt,Dentition,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,mm,Freeway space [Length] Dentition Measured,mm,2.09,FALSE,Freeway space:Len:Pt:Dentition:Qn:Measured
32941-7,Maximum intercuspation left midline discrepancy,Len,Pt,Mandible+Face,Qn,Measured,DENTAL,2.73,ACTIVE,2,,,cm,Maximum intercuspation left midline discrepancy [Length] Mandible+Face Measured,cm,2.09,FALSE,Maximum intercuspation left midline discrepancy:Len:Pt:Mandible+Face:Qn:Measured
32942-5,Maximum intercuspation right midline discrepancy,Len,Pt,Mandible+Face,Qn,Measured,DENTAL,2.48,ACTIVE,2,,,cm,Maximum intercuspation right midline discrepancy [Length] Mandible+Face Measured,cm,2.09,FALSE,Maximum intercuspation right midline discrepancy:Len:Pt:Mandible+Face:Qn:Measured
32945-8,Sella-nasion plane to nasion-A point line,Angle,Pt,Skull,Qn,XR.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-A point line [Angle] Skull X-ray measured,deg,2.09,FALSE,Sella-nasion plane to nasion-A point line:Angle:Pt:Skull:Qn:XR.measured
32946-6,Sella-nasion plane to nasion-A point line,Angle,Pt,Skull,Qn,CT.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-A point line [Angle] Skull CT measured,deg,2.09,FALSE,Sella-nasion plane to nasion-A point line:Angle:Pt:Skull:Qn:CT.measured
32947-4,Sella-nasion plane to nasion-A point line,Angle,Pt,Skull,Qn,Digital model.measured,DENTAL,2.48,ACTIVE,2,,,deg,Sella-nasion plane to nasion-A point line [Angle] Skull Digital model.measured,deg,2.09,FALSE,Sella-nasion plane to nasion-A point line:Angle:Pt:Skull:Qn:Digital model.measured
32948-2,Size,Arb,Pt,Ear.right,Ord,Estimated,DENTAL,2.73,ACTIVE,2,,,,Size Ear - right Estimated,,2.09,FALSE,Size:Arb:Pt:Ear.right:Ord:Estimated
32949-0,Size,Arb,Pt,Ear.left,Ord,Estimated,DENTAL,2.27,ACTIVE,2,,,,Size Ear - left Estimated,,2.09,FALSE,Size:Arb:Pt:Ear.left:Ord:Estimated
32950-8,Bleeding on probing index,NFr,Pt,Gingiva,Qn,Estimated,DENTAL,2.34,ACTIVE,2,,,%,Bleeding on probing index Gingiva Estimated,%,2.09,FALSE,Bleeding on probing index:NFr:Pt:Gingiva:Qn:Estimated
32951-6,Bleeding on probing index,NFr,Pt,Gingiva,Qn,Calculated,DENTAL,2.40,ACTIVE,2,,,%,Bleeding on probing index Gingiva Calculated,%,2.09,FALSE,Bleeding on probing index:NFr:Pt:Gingiva:Qn:Calculated
32952-4,Plaque index,NFr,Pt,Dentition,Qn,Estimated,DENTAL,2.40,ACTIVE,2,,,%,Plaque index Dentition Estimated,%,2.09,FALSE,Plaque index:NFr:Pt:Dentition:Qn:Estimated
32953-2,Plaque index,NFr,Pt,Dentition,Qn,Calculated,DENTAL,2.40,ACTIVE,2,,,%,Plaque index Dentition Calculated,%,2.09,FALSE,Plaque index:NFr:Pt:Dentition:Qn:Calculated
32954-0,Root development,LenFr,Pt,{Tooth},Qn,Estimated,DENTAL,2.34,ACTIVE,2,,,,Root development {Tooth} Estimated,,2.09,FALSE,Root development:LenFr:Pt:{Tooth}:Qn:Estimated
32955-7,Vertical overlap,LenFr,Pt,Maxilla+Mandible,Qn,Estimated,DENTAL,2.48,ACTIVE,2,,,%,Vertical overlap Maxilla and Mandible Estimated,%,2.09,FALSE,Vertical overlap:LenFr:Pt:Maxilla+Mandible:Qn:Estimated
32956-5,Alveolar ridge,Shape,Pt,{Dental arch},Nom,,DENTAL,2.56,ACTIVE,2,,,,Alveolar ridge [Shape] {Dental arch},,2.09,FALSE,Alveolar ridge:Shape:Pt:{Dental arch}:Nom:
32957-3,Palate,Shape,Pt,Maxilla,Nom,,DENTAL,2.56,ACTIVE,2,,,,Palate [Shape] Maxilla,,2.09,FALSE,Palate:Shape:Pt:Maxilla:Nom:
32958-1,Crown,Shape,Pt,{Tooth},Nom,,DENTAL,2.56,ACTIVE,2,,,,Crown [Shape] {Tooth},,2.09,FALSE,Crown:Shape:Pt:{Tooth}:Nom:
32959-9,Root,Shape,Pt,{Tooth}.{surface},Nom,,DENTAL,2.56,ACTIVE,2,,,,Root [Shape] {Tooth}.{surface},,2.09,FALSE,Root:Shape:Pt:{Tooth}.{surface}:Nom:
32960-7,Transverse section,Shape,Pt,{Dental arch},Nom,,DENTAL,2.56,ACTIVE,2,,,,Transverse section [Shape] {Dental arch},,2.09,FALSE,Transverse section:Shape:Pt:{Dental arch}:Nom:
32961-5,Anterior segment,Shape,Pt,{Dental arch},Nom,,DENTAL,2.56,ACTIVE,2,,,,Anterior segment [Shape] {Dental arch},,2.09,FALSE,Anterior segment:Shape:Pt:{Dental arch}:Nom:
32962-3,Caries risk,Imp,Pt,Dentition,Ord,,DENTAL,2.56,ACTIVE,2,Observation,,,Caries risk Dentition,,2.09,FALSE,Caries risk:Imp:Pt:Dentition:Ord:
32963-1,Peridontal risk,Imp,Pt,Gingiva,Ord,,DENTAL,2.56,ACTIVE,2,Observation,,,Peridontal risk Gingiva,,2.09,FALSE,Peridontal risk:Imp:Pt:Gingiva:Ord:
32964-9,Dental prognosis,Imp,Pt,^Patient,Nom,Best estimate,DENTAL,2.27,ACTIVE,2,Observation,,,Dental prognosis Best estimate,,2.09,FALSE,Dental prognosis:Imp:Pt:^Patient:Nom:Best estimate
32965-6,Dental prognosis,Imp,Pt,{Tooth},Nom,Best estimate,DENTAL,2.27,ACTIVE,2,Observation,,,Dental prognosis {Tooth} Best estimate,,2.09,FALSE,Dental prognosis:Imp:Pt:{Tooth}:Nom:Best estimate
32966-4,Dental prognosis,Imp,Pt,{Procedure},Nom,Best estimate,DENTAL,2.27,ACTIVE,2,Observation,,,Dental prognosis {Procedure} Best estimate,,2.09,FALSE,Dental prognosis:Imp:Pt:{Procedure}:Nom:Best estimate
32967-2,Root apex development,Find,Pt,{Tooth}.{surface},Nom,XR,DENTAL,2.61,ACTIVE,2,,,,Root apex development {Tooth}.{surface} XR,,2.09,FALSE,Root apex development:Find:Pt:{Tooth}.{surface}:Nom:XR
32968-0,Eruption,Find,Pt,{Tooth},Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Eruption {Tooth} XR,,2.09,FALSE,Eruption:Find:Pt:{Tooth}:Ord:XR
32969-8,Eruption,Find,Pt,{Dental arch},Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Eruption {Dental arch} XR,,2.09,FALSE,Eruption:Find:Pt:{Dental arch}:Ord:XR
32970-6,Eruption,Find,Pt,^Patient,Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Eruption XR,,2.09,FALSE,Eruption:Find:Pt:^Patient:Ord:XR
32971-4,Exfoliation,Find,Pt,{Tooth},Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Exfoliation {Tooth} XR,,2.09,FALSE,Exfoliation:Find:Pt:{Tooth}:Ord:XR
32972-2,Exfoliation,Find,Pt,{Dental arch},Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Exfoliation {Dental arch} XR,,2.09,FALSE,Exfoliation:Find:Pt:{Dental arch}:Ord:XR
32973-0,Exfoliation,Find,Pt,^Patient,Ord,XR,DENTAL,2.61,ACTIVE,2,,,,Exfoliation XR,,2.09,FALSE,Exfoliation:Find:Pt:^Patient:Ord:XR
32975-5,Vertical displacement,Find,Pt,Ear.right,Ord,,DENTAL,2.56,ACTIVE,2,,,,Vertical displacement Ear - right,,2.09,FALSE,Vertical displacement:Find:Pt:Ear.right:Ord:
32976-3,Vertical displacement,Find,Pt,Ear.left,Ord,,DENTAL,2.56,ACTIVE,2,,,,Vertical displacement Ear - left,,2.09,FALSE,Vertical displacement:Find:Pt:Ear.left:Ord:
32977-1,Vertical displacement,Find,Pt,Cheek.right,Ord,,DENTAL,2.56,ACTIVE,2,,,,Vertical displacement Cheek - right,,2.09,FALSE,Vertical displacement:Find:Pt:Cheek.right:Ord:
32978-9,Vertical displacement,Find,Pt,Cheek.left,Ord,,DENTAL,2.56,ACTIVE,2,,,,Vertical displacement Cheek - left,,2.09,FALSE,Vertical displacement:Find:Pt:Cheek.left:Ord:
33992-9,Pain trigger point,Anat,Pt,{Primary pain location},Nom,,DENTAL,2.27,ACTIVE,2,,,,Pain trigger point [Anatomy] {Primary pain location},,2.09,FALSE,Pain trigger point:Anat:Pt:{Primary pain location}:Nom:
33993-7,Subject tooth,Anat,Pt,*,Nom,,DENTAL,2.27,ACTIVE,2,,,,Subject tooth [Anatomy],,2.09,FALSE,Subject tooth:Anat:Pt:*:Nom:
33994-5,Reference tooth,Anat,Pt,*,Nom,,DENTAL,2.27,ACTIVE,2,,,,Reference tooth [Anatomy],,2.09,FALSE,Reference tooth:Anat:Pt:*:Nom:
33995-2,Tooth development evaluation,Find,Pt,{Subject tooth}+{Reference tooth},Nom,,DENTAL,2.34,ACTIVE,2,,,,Tooth development evaluation {Subject tooth}+{Reference tooth},,2.09,FALSE,Tooth development evaluation:Find:Pt:{Subject tooth}+{Reference tooth}:Nom:
33996-0,Tooth size discrepancy,Len,Pt,Maxilla.cuspid+Mandible.cuspid,Qn,Measured.Bolton analysis,DENTAL,2.48,ACTIVE,2,,,cm,Tooth size discrepancy Maxilla.cuspid+Mandible.cuspid Measured Bolton analysis,cm,2.09,FALSE,Tooth size discrepancy:Len:Pt:Maxilla.cuspid+Mandible.cuspid:Qn:Measured.Bolton analysis
33997-8,Tooth size discrepancy,Len,Pt,Maxilla.first molar+Mandible.first molar,Qn,Measured.Bolton analysis,DENTAL,2.48,ACTIVE,2,,,cm,Tooth size discrepancy Maxilla.first molar+Mandible.first molar Measured Bolton analysis,cm,2.09,FALSE,Tooth size discrepancy:Len:Pt:Maxilla.first molar+Mandible.first molar:Qn:Measured.Bolton analysis
33998-6,Tooth size discrepancy,Find,Pt,Dentition,Ord,Estimated.Bolton analysis,DENTAL,2.34,ACTIVE,2,,,,Tooth size discrepancy Dentition Estimated Bolton analysis,,2.09,FALSE,Tooth size discrepancy:Find:Pt:Dentition:Ord:Estimated.Bolton analysis
34000-0,Treatment urgency,Find,Pt,{Diagnosis},Ord,,DENTAL,2.56,ACTIVE,2,,,,Treatment urgency {Diagnosis},,2.09,FALSE,Treatment urgency:Find:Pt:{Diagnosis}:Ord:
