ECG copy
LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
84056-1,Note,Find,Pt,Patient's home,Doc,Ophthalmology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Patient's home Note,,2.58,FALSE,Note:Find:Pt:Patient's home:Doc:Ophthalmology
28619-5,Ophthalmology studies,Cmplx,-,^Patient,Set,,ATTACH.CLINRPT,2.00,ACTIVE,3,,,,Ophthalmology/Optometry studies (set),,2.00,FALSE,Ophthalmology studies:Cmplx:-:^Patient:Set:
84405-0,Admission evaluation note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Admission evaluation note,,2.58,FALSE,Admission evaluation note:Find:Pt:{Setting}:Doc:Ophthalmology
78713-5,Admission history and physical note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Admission history and physical note,,2.54,FALSE,Admission history and physical note:Find:Pt:{Setting}:Doc:Ophthalmology
84055-3,Annual evaluation note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Annual evaluation note,,2.58,FALSE,Annual evaluation note:Find:Pt:{Setting}:Doc:Ophthalmology
78647-5,Initial evaluation note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.54,ACTIVE,2,Both,,,Ophthalmology Initial evaluation note,,2.54,FALSE,Initial evaluation note:Find:Pt:{Setting}:Doc:Ophthalmology
84412-6,Risk assessment and screening note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Risk assessment and screening note,,2.58,FALSE,Risk assessment and screening note:Find:Pt:{Setting}:Doc:Ophthalmology
67861-5,Postoperative evaluation and management note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,Ophthalmology Postoperative evaluation and management note,,2.38,FALSE,Postoperative evaluation and management note:Find:Pt:{Setting}:Doc:Ophthalmology
34867-2,Postoperative evaluation and management note,Find,Pt,Outpatient,Doc,Ophthalmology,DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,Ophthalmology Outpatient Postoperative evaluation and management note,,2.11,FALSE,Postoperative evaluation and management note:Find:Pt:Outpatient:Doc:Ophthalmology
34809-4,Preoperative evaluation and management note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.50,ACTIVE,2,Both,,,Ophthalmology Preoperative evaluation and management note,,2.11,FALSE,Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Ophthalmology
96176-3,Evaluation note,Find,Pt,{Setting},Doc,Ophthalmology,DOC.ONTOLOGY,2.69,ACTIVE,2,Both,,,Ophthalmology Evaluation note,,2.69,FALSE,Evaluation note:Find:Pt:{Setting}:Doc:Ophthalmology
83691-6,Note,Find,Pt,{Setting},Doc,Ophthalmology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Ophthalmology Attending Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology.attending
83589-2,Note,Find,Pt,{Setting},Doc,Ophthalmology.nurse,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Nurse Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology.nurse
83574-4,Note,Find,Pt,Outpatient,Doc,Ophthalmology.nurse,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Nurse Outpatient Note,,2.58,FALSE,Note:Find:Pt:Outpatient:Doc:Ophthalmology.nurse
100605-5,Progress note,Find,Pt,Hospital,Doc,Ophthalmology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,Ophthalmology Hospital Progress note,,2.73,FALSE,Progress note:Find:Pt:Hospital:Doc:Ophthalmology
100497-7,Progress note,Find,Pt,Outpatient,Doc,Ophthalmology,DOC.ONTOLOGY,2.73,ACTIVE,2,Both,,,Ophthalmology Outpatient Progress note,,2.73,FALSE,Progress note:Find:Pt:Outpatient:Doc:Ophthalmology
83692-4,Surgical operation note,Find,Pt,{Setting},Doc,Ophthalmology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Ophthalmology Attending Surgical operation note,,2.58,FALSE,Surgical operation note:Find:Pt:{Setting}:Doc:Ophthalmology.attending
83693-2,Preoperative evaluation and management note,Find,Pt,{Setting},Doc,Ophthalmology.attending,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Ophthalmology Attending Preoperative evaluation and management note,,2.58,FALSE,Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Ophthalmology.attending
83742-7,Note,Find,Pt,{Setting},Doc,Ophthalmology.fellow,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Ophthalmology Fellow Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology.fellow
83766-6,Note,Find,Pt,{Setting},Doc,Ophthalmology.resident,DOC.ONTOLOGY,2.65,ACTIVE,2,Both,,,Ophthalmology Resident Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology.resident
84409-2,Note,Find,Pt,{Setting},Doc,Ophthalmology.technician,DOC.ONTOLOGY,2.58,ACTIVE,2,Both,,,Ophthalmology Technician Note,,2.58,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology.technician
75464-8,Note,Find,Pt,{Setting},Doc,Ophthalmology+Optometry,DOC.ONTOLOGY,2.56,DEPRECATED,2,Both,,,Deprecated Ophthalmology+Optometry Note,,2.50,FALSE,Note:Find:Pt:{Setting}:Doc:Ophthalmology+Optometry
75463-0,Consultation note,Find,Pt,{Setting},Doc,Ophthalmology+Optometry,DOC.ONTOLOGY,2.68,DEPRECATED,2,Both,,,Deprecated Ophthalmology+Optometry Consult note,,2.50,FALSE,Consultation note:Find:Pt:{Setting}:Doc:Ophthalmology+Optometry
98772-7,Eye for far infravergence measurement,Find,Pt,^Patient,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye for far infravergence measurement,,2.72,FALSE,Eye for far infravergence measurement:Find:Pt:^Patient:Nom:
98775-0,Eye for far supravergence measurement,Find,Pt,^Patient,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye for far supravergence measurement,,2.72,FALSE,Eye for far supravergence measurement:Find:Pt:^Patient:Nom:
98783-4,Eye for near infravergence measurement,Find,Pt,Eye,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye for near infravergence measurement,,2.72,FALSE,Eye for near infravergence measurement:Find:Pt:Eye:Nom:
98786-7,Eye for near supravergence measurement,Find,Pt,Eye,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye for near supravergence measurement,,2.72,FALSE,Eye for near supravergence measurement:Find:Pt:Eye:Nom:
98802-2,Eye that sees the larger image in horizontal aniseikonia,Find,Pt,^Patient,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye that sees the larger image in horizontal aniseikonia,,2.72,FALSE,Eye that sees the larger image in horizontal aniseikonia:Find:Pt:^Patient:Nom:
98804-8,Eye that sees the larger image in vertical aniseikonia,Find,Pt,^Patient,Nom,,EYE.REFRACTION,2.72,ACTIVE,2,Observation,,,Eye that sees the larger image in vertical aniseikonia,,2.72,FALSE,Eye that sees the larger image in vertical aniseikonia:Find:Pt:^Patient:Nom:
99193-5,Frequency of noticing or thinking about eyesight or vision,Find,Pt,^Patient,Ord,,EYE.HX,2.72,ACTIVE,2,Observation,,,Frequency of noticing or thinking about eyesight or vision,,2.72,FALSE,Frequency of noticing or thinking about eyesight or vision:Find:Pt:^Patient:Ord:
64847-7,How much of the time do you worry about your eyesight,Find,Pt,^Patient,Ord,,EYE.HX,2.71,ACTIVE,2,,,,How much of the time do you worry about your eyesight,,2.36,FALSE,How much of the time do you worry about your eyesight:Find:Pt:^Patient:Ord:
98736-2,Eye that was covered with red lens during test,Find,Pt,Eye,Nom,,EYE.PX,2.72,ACTIVE,2,Observation,,,Eye that was covered with red lens during test,,2.72,FALSE,Eye that was covered with red lens during test:Find:Pt:Eye:Nom:
99223-0,H missed from work because of eye problems in past 7D,Time,7D,^Patient,Qn,,EYE.HX,2.72,ACTIVE,2,Observation,,h,Hours missed from work because of eye problems in past 7 days [Time],h,2.72,FALSE,H missed from work because of eye problems in past 7D:Time:7D:^Patient:Qn:
99226-3,Level that eye problems affected productivity while working in past 7D,Find,7D,^Patient,Ord,,EYE.HX,2.72,ACTIVE,2,Observation,,,Level that eye problems affected productivity while working in past 7 days,,2.72,FALSE,Level that eye problems affected productivity while working in past 7D:Find:7D:^Patient:Ord:
99227-1,"Level that eye problems affected ability to do regular daily activities, other than work at a job in past 7D",Find,7D,^Patient,Ord,,EYE.HX,2.72,ACTIVE,2,Observation,,,"Level that eye problems affected ability to do regular daily activities, other than work at a job in past 7 days",,2.72,FALSE,"Level that eye problems affected ability to do regular daily activities, other than work at a job in past 7D:Find:7D:^Patient:Ord:"
79751-4,Eye problem,Hx,Pt,^Family member,Nar,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,,Family history of Eye problems,,2.54,FALSE,Eye problem:Hx:Pt:^Family member:Nar:
79753-0,Eye problem,Hx,Pt,Eye.left,Nom,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,,History of Problem(s) affecting Left eye,,2.54,FALSE,Eye problem:Hx:Pt:Eye.left:Nom:
79752-2,Eye problem,Hx,Pt,Eye.right,Nom,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,,History of Problem(s) affecting Right eye,,2.54,FALSE,Eye problem:Hx:Pt:Eye.right:Nom:
79741-5,Eye-related brain MRI findings,Find,Pt,^Patient,Nom,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,,Eye-related brain MRI findings,,2.54,FALSE,Eye-related brain MRI findings:Find:Pt:^Patient:Nom:
79756-3,Ophthalmologic treatment,Hx,Pt,Eye.left,Nom,,EYE.HX.NEI,2.68,ACTIVE,2,Observation,,,Left eye Ophthalmologic treatment,,2.54,FALSE,Ophthalmologic treatment:Hx:Pt:Eye.left:Nom:
79755-5,Ophthalmologic treatment,Hx,Pt,Eye.right,Nom,,EYE.HX.NEI,2.68,ACTIVE,2,Observation,,,Right eye Ophthalmologic treatment,,2.54,FALSE,Ophthalmologic treatment:Hx:Pt:Eye.right:Nom:
79757-1,Prior molecular testing related to ophthalmological condition,Hx,Pt,^Patient,Nar,,EYE.HX.NEI,2.68,ACTIVE,2,Observation,,,Prior molecular testing related to ophthalmological condition,,2.54,FALSE,Prior molecular testing related to ophthalmological condition:Hx:Pt:^Patient:Nar:
79760-5,Systemic findings and diseases associated with ophthalmological condition,Prid,Pt,^Patient,Nom,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,,Systemic findings and diseases associated with ophthalmological condition,,2.54,FALSE,Systemic findings and diseases associated with ophthalmological condition:Prid:Pt:^Patient:Nom:
79723-3,Age at 2nd eye involvement in a patient with initial unilateral retinoblastoma,Time,Pt,^Patient,Qn,,EYE.HX.NEI,2.54,ACTIVE,2,Observation,,years,Age at 2nd eye involvement in a patient with initial unilateral retinoblastoma,a,2.54,FALSE,Age at 2nd eye involvement in a patient with initial unilateral retinoblastoma:Time:Pt:^Patient:Qn:
